nodes,connection
"(496, 1351)",0
"(306, 799)",0
"(434, 1560)",0
"(505, 595)",0
"(323, 666)",0
"(446, 501)",0
"(1229, 1591)",0
"(738, 1262)",0
"(306, 1357)",0
"(769, 1415)",0
"(1303, 1485)",0
"(711, 1254)",0
"(603, 1340)",0
"(348, 1598)",0
"(510, 1459)",0
"(994, 1591)",0
"(643, 747)",0
"(623, 1504)",0
"(336, 1321)",0
"(1366, 1523)",0
"(880, 1529)",0
"(685, 1221)",0
"(552, 1109)",0
"(312, 377)",0
"(764, 1039)",0
"(425, 1517)",0
"(1187, 1430)",0
"(615, 704)",0
"(321, 1055)",0
"(1171, 1510)",0
"(1076, 1408)",0
"(1246, 1460)",0
"(330, 1288)",0
"(304, 558)",0
"(1526, 1531)",0
"(322, 1158)",0
"(631, 822)",0
"(533, 1548)",0
"(423, 1103)",0
"(496, 1327)",0
"(582, 677)",0
"(700, 994)",0
"(854, 1305)",0
"(488, 1068)",0
"(664, 1370)",0
"(1256, 1504)",0
"(746, 932)",0
"(1158, 1425)",0
"(465, 992)",0
"(849, 899)",0
"(1430, 1451)",0
"(745, 1554)",0
"(427, 933)",0
"(625, 1577)",0
"(308, 741)",0
"(1349, 1356)",0
"(415, 475)",0
"(1069, 1491)",0
"(835, 1486)",0
"(495, 1051)",0
"(851, 1146)",0
"(384, 1190)",0
"(365, 555)",0
"(756, 975)",0
"(655, 1370)",0
"(744, 1356)",0
"(828, 1344)",0
"(966, 1327)",0
"(1021, 1110)",0
"(1247, 1406)",0
"(1039, 1428)",0
"(1369, 1443)",0
"(723, 1213)",0
"(374, 1105)",0
"(998, 1219)",0
"(611, 659)",0
"(432, 1271)",0
"(996, 1418)",0
"(704, 1220)",0
"(576, 1248)",0
"(658, 1052)",0
"(1020, 1542)",0
"(895, 1427)",0
"(549, 1552)",0
"(803, 826)",0
"(811, 1212)",0
"(568, 946)",0
"(769, 1337)",0
"(1008, 1591)",0
"(1146, 1400)",0
"(452, 931)",0
"(561, 1101)",0
"(805, 1376)",0
"(1402, 1481)",0
"(410, 1568)",0
"(617, 786)",0
"(1028, 1243)",0
"(917, 1529)",0
"(902, 1489)",0
"(574, 577)",0
"(1169, 1306)",0
"(403, 502)",0
"(591, 791)",0
"(359, 407)",0
"(738, 1358)",0
"(507, 1121)",0
"(1035, 1585)",0
"(594, 719)",0
"(1486, 1505)",0
"(892, 900)",0
"(393, 941)",0
"(1167, 1470)",0
"(663, 1450)",0
"(1002, 1502)",0
"(1032, 1355)",0
"(1144, 1362)",0
"(627, 1401)",0
"(316, 1098)",0
"(968, 1406)",0
"(812, 1382)",0
"(780, 913)",0
"(318, 762)",0
"(380, 1453)",0
"(495, 633)",0
"(410, 1428)",0
"(525, 588)",0
"(378, 430)",0
"(477, 1325)",0
"(523, 682)",0
"(1141, 1366)",0
"(924, 1566)",0
"(1386, 1476)",0
"(383, 1126)",0
"(1013, 1035)",0
"(809, 1537)",0
"(529, 1316)",0
"(824, 1598)",0
"(319, 948)",0
"(590, 1378)",0
"(306, 749)",0
"(399, 1532)",0
"(774, 1209)",0
"(501, 1341)",0
"(353, 1452)",0
"(1227, 1427)",0
"(1267, 1336)",0
"(779, 1532)",0
"(394, 1591)",0
"(786, 1111)",0
"(305, 1042)",0
"(329, 1548)",0
"(381, 508)",0
"(866, 1401)",0
"(1200, 1478)",0
"(755, 1168)",0
"(623, 924)",0
"(314, 1474)",0
"(1353, 1445)",0
"(1002, 1135)",0
"(482, 862)",0
"(353, 937)",0
"(1017, 1058)",0
"(962, 1270)",0
"(633, 1292)",0
"(1132, 1232)",0
"(1203, 1410)",0
"(326, 1239)",0
"(437, 1577)",0
"(353, 1141)",0
"(518, 1051)",0
"(1044, 1319)",0
"(1037, 1412)",0
"(560, 1424)",0
"(1055, 1261)",0
"(631, 1559)",0
"(1403, 1573)",0
"(735, 1521)",0
"(330, 1475)",0
"(729, 1376)",0
"(777, 1121)",0
"(321, 545)",0
"(441, 500)",0
"(621, 1294)",0
"(515, 813)",0
"(447, 1466)",0
"(781, 1117)",0
"(1332, 1402)",0
"(493, 1402)",0
"(727, 1093)",0
"(951, 1157)",0
"(806, 1088)",0
"(456, 1059)",0
"(566, 731)",0
"(520, 1539)",0
"(743, 1411)",0
"(686, 1353)",0
"(565, 1113)",0
"(993, 1414)",0
"(619, 1547)",0
"(308, 617)",0
"(627, 757)",0
"(809, 1593)",0
"(366, 938)",0
"(326, 1347)",0
"(909, 1235)",0
"(1082, 1415)",0
"(580, 1364)",0
"(361, 1180)",0
"(330, 718)",0
"(460, 555)",0
"(840, 1400)",0
"(523, 657)",0
"(477, 1375)",0
"(663, 925)",0
"(721, 1032)",0
"(1300, 1531)",0
"(375, 451)",0
"(547, 620)",0
"(1588, 1594)",0
"(695, 765)",0
"(713, 927)",0
"(861, 903)",0
"(1064, 1459)",0
"(1149, 1431)",0
"(622, 1383)",0
"(329, 1004)",0
"(1456, 1477)",0
"(981, 1597)",0
"(566, 1004)",0
"(331, 1286)",0
"(628, 899)",0
"(845, 1309)",0
"(366, 862)",0
"(517, 1566)",0
"(366, 1212)",0
"(426, 1200)",0
"(921, 1166)",0
"(648, 1118)",0
"(784, 1474)",0
"(608, 824)",0
"(721, 1283)",0
"(725, 1561)",0
"(490, 1514)",0
"(665, 1197)",0
"(938, 1060)",0
"(320, 1235)",0
"(779, 822)",0
"(502, 1075)",0
"(880, 1442)",0
"(696, 868)",0
"(350, 1107)",0
"(465, 1466)",0
"(558, 1111)",0
"(1353, 1579)",0
"(362, 364)",0
"(300, 426)",0
"(413, 1245)",0
"(1108, 1539)",0
"(1274, 1334)",0
"(1208, 1374)",0
"(633, 657)",0
"(402, 527)",0
"(518, 1583)",0
"(871, 1278)",0
"(887, 929)",0
"(764, 805)",0
"(615, 1281)",0
"(1349, 1380)",0
"(1277, 1328)",0
"(656, 1569)",0
"(593, 906)",0
"(804, 960)",0
"(522, 1004)",0
"(855, 1285)",0
"(352, 1050)",0
"(994, 1294)",0
"(932, 1591)",0
"(311, 860)",0
"(1225, 1463)",0
"(652, 1584)",0
"(391, 514)",0
"(606, 1349)",0
"(448, 1491)",0
"(475, 1558)",0
"(986, 1336)",0
"(452, 1230)",0
"(710, 1159)",0
"(794, 1106)",0
"(1303, 1559)",0
"(379, 1460)",0
"(360, 771)",0
"(515, 1269)",0
"(1196, 1231)",0
"(415, 813)",0
"(449, 546)",0
"(776, 1194)",0
"(1255, 1495)",0
"(1112, 1151)",0
"(360, 1201)",0
"(828, 1504)",0
"(926, 1548)",0
"(757, 1025)",0
"(1045, 1383)",0
"(573, 1388)",0
"(740, 1207)",0
"(927, 1016)",0
"(388, 477)",0
"(1446, 1484)",0
"(491, 1287)",0
"(971, 1596)",0
"(718, 1040)",0
"(397, 683)",0
"(645, 1359)",0
"(986, 1016)",0
"(335, 795)",0
"(438, 946)",0
"(357, 660)",0
"(337, 1308)",0
"(958, 1147)",0
"(789, 1505)",0
"(813, 1364)",0
"(476, 696)",0
"(1296, 1483)",0
"(1068, 1591)",0
"(835, 1177)",0
"(778, 813)",0
"(936, 1157)",0
"(1085, 1514)",0
"(875, 1046)",0
"(439, 1362)",0
"(757, 1335)",0
"(618, 1057)",0
"(744, 1064)",0
"(544, 1245)",0
"(883, 1578)",0
"(412, 1079)",0
"(451, 1459)",0
"(589, 1131)",0
"(1095, 1282)",0
"(450, 469)",0
"(609, 797)",0
"(333, 1471)",0
"(619, 638)",0
"(332, 1158)",0
"(442, 700)",0
"(446, 881)",0
"(588, 1521)",0
"(621, 1247)",0
"(303, 732)",0
"(369, 1526)",0
"(633, 695)",0
"(381, 1364)",0
"(338, 726)",0
"(934, 1147)",0
"(387, 1109)",0
"(680, 1502)",0
"(409, 543)",0
"(1499, 1515)",0
"(1248, 1278)",0
"(1381, 1398)",0
"(1008, 1131)",0
"(624, 1192)",0
"(1422, 1512)",0
"(616, 883)",0
"(1128, 1454)",0
"(370, 440)",0
"(1303, 1540)",0
"(768, 862)",0
"(820, 1253)",0
"(440, 845)",0
"(1011, 1184)",0
"(682, 856)",0
"(354, 1231)",0
"(1177, 1318)",0
"(589, 1323)",0
"(525, 948)",0
"(409, 1288)",0
"(452, 1281)",0
"(597, 1434)",0
"(300, 998)",0
"(624, 801)",0
"(357, 475)",0
"(553, 921)",0
"(300, 603)",0
"(1291, 1327)",0
"(328, 1311)",0
"(1330, 1449)",0
"(314, 459)",0
"(952, 1318)",0
"(509, 907)",0
"(978, 1331)",0
"(1282, 1396)",0
"(369, 1111)",0
"(1090, 1192)",0
"(1163, 1415)",0
"(1259, 1534)",0
"(1251, 1496)",0
"(324, 1167)",0
"(1155, 1485)",0
"(775, 819)",0
"(464, 492)",0
"(999, 1296)",0
"(528, 1318)",0
"(565, 1573)",0
"(1125, 1289)",0
"(609, 1261)",0
"(979, 1207)",0
"(866, 1072)",0
"(355, 805)",0
"(1077, 1348)",0
"(907, 1073)",0
"(808, 887)",0
"(770, 1049)",0
"(540, 1006)",0
"(823, 1001)",0
"(300, 1059)",0
"(312, 590)",0
"(1457, 1511)",0
"(923, 1235)",0
"(778, 1235)",0
"(522, 1210)",0
"(523, 1425)",0
"(1324, 1442)",0
"(1445, 1589)",0
"(823, 1470)",0
"(497, 1385)",0
"(968, 1392)",0
"(601, 1486)",0
"(720, 840)",0
"(338, 1497)",0
"(567, 1018)",0
"(811, 1556)",0
"(1072, 1190)",0
"(337, 396)",0
"(620, 1264)",0
"(839, 909)",0
"(682, 1194)",0
"(329, 1288)",0
"(421, 1314)",0
"(1105, 1383)",0
"(1214, 1391)",0
"(746, 757)",0
"(1239, 1283)",0
"(590, 1370)",0
"(386, 1262)",0
"(843, 1545)",0
"(1428, 1485)",0
"(493, 773)",0
"(862, 1520)",0
"(957, 1002)",0
"(780, 1308)",0
"(478, 934)",0
"(620, 1491)",0
"(408, 935)",0
"(1334, 1374)",0
"(1076, 1109)",0
"(964, 1055)",0
"(673, 1216)",0
"(472, 1218)",0
"(1346, 1427)",0
"(1100, 1549)",0
"(346, 1215)",0
"(1333, 1565)",0
"(1270, 1439)",0
"(318, 918)",0
"(1115, 1588)",0
"(694, 1495)",0
"(580, 1510)",0
"(359, 1353)",0
"(358, 539)",0
"(391, 831)",0
"(1117, 1401)",0
"(311, 1488)",0
"(757, 1481)",0
"(1236, 1250)",0
"(1051, 1335)",0
"(943, 1542)",0
"(738, 1011)",0
"(798, 1486)",0
"(351, 1177)",0
"(455, 1395)",0
"(1038, 1448)",0
"(512, 1093)",0
"(727, 985)",0
"(1136, 1375)",0
"(335, 972)",0
"(709, 1020)",0
"(1049, 1266)",0
"(1038, 1548)",0
"(336, 610)",0
"(1081, 1252)",0
"(597, 605)",0
"(436, 1243)",0
"(782, 1309)",0
"(1378, 1429)",0
"(1048, 1515)",0
"(682, 837)",0
"(1126, 1214)",0
"(1261, 1398)",0
"(965, 1327)",0
"(647, 1361)",0
"(782, 1216)",0
"(464, 767)",0
"(367, 494)",0
"(367, 839)",0
"(355, 1013)",0
"(489, 1588)",0
"(523, 1424)",0
"(339, 445)",0
"(813, 1079)",0
"(720, 786)",0
"(497, 1286)",0
"(1002, 1335)",0
"(358, 691)",0
"(1123, 1230)",0
"(585, 1508)",0
"(420, 883)",0
"(1275, 1404)",0
"(1005, 1137)",0
"(582, 602)",0
"(1279, 1581)",0
"(334, 904)",0
"(641, 663)",0
"(513, 1454)",0
"(690, 737)",0
"(521, 1370)",0
"(695, 1336)",0
"(830, 1488)",0
"(1503, 1552)",0
"(904, 973)",0
"(528, 1153)",0
"(785, 979)",0
"(888, 1224)",0
"(439, 1587)",0
"(527, 1326)",0
"(800, 1044)",0
"(441, 958)",0
"(992, 1085)",0
"(613, 833)",0
"(1100, 1202)",0
"(1091, 1303)",0
"(861, 1581)",0
"(386, 1042)",0
"(781, 1164)",0
"(453, 1126)",0
"(1005, 1302)",0
"(1096, 1558)",0
"(751, 1246)",0
"(332, 372)",0
"(724, 1401)",0
"(1089, 1339)",0
"(518, 702)",0
"(1040, 1141)",0
"(367, 374)",0
"(623, 1552)",0
"(1121, 1545)",0
"(681, 1070)",0
"(635, 713)",0
"(418, 1342)",0
"(524, 1462)",0
"(804, 1392)",0
"(644, 839)",0
"(323, 542)",0
"(1281, 1407)",0
"(369, 1594)",0
"(746, 895)",0
"(469, 1354)",0
"(909, 1590)",0
"(1039, 1502)",0
"(781, 942)",0
"(614, 1224)",0
"(347, 365)",0
"(452, 1283)",0
"(893, 1094)",0
"(430, 1263)",0
"(383, 1245)",0
"(1002, 1117)",0
"(723, 1426)",0
"(559, 1472)",0
"(552, 1573)",0
"(430, 847)",0
"(1129, 1392)",0
"(1332, 1386)",0
"(818, 1413)",0
"(588, 1240)",0
"(378, 1060)",0
"(666, 819)",0
"(780, 814)",0
"(1111, 1559)",0
"(741, 1599)",0
"(877, 1291)",0
"(531, 732)",0
"(625, 1031)",0
"(496, 616)",0
"(656, 683)",0
"(700, 740)",0
"(317, 1357)",0
"(1005, 1038)",0
"(355, 1510)",0
"(646, 1579)",0
"(548, 1036)",0
"(749, 1014)",0
"(842, 1589)",0
"(416, 432)",0
"(928, 1254)",0
"(852, 1358)",0
"(404, 1371)",0
"(471, 728)",0
"(457, 576)",0
"(798, 851)",0
"(494, 896)",0
"(1248, 1436)",0
"(388, 1545)",0
"(1076, 1496)",0
"(817, 1082)",0
"(409, 951)",0
"(1115, 1351)",0
"(422, 1406)",0
"(1507, 1542)",0
"(448, 1576)",0
"(398, 404)",0
"(1047, 1208)",0
"(398, 1094)",0
"(700, 1022)",0
"(652, 975)",0
"(850, 1195)",0
"(320, 1124)",0
"(418, 1057)",0
"(810, 1149)",0
"(375, 1464)",0
"(469, 984)",0
"(664, 1013)",0
"(1040, 1556)",0
"(1016, 1228)",0
"(427, 1519)",0
"(568, 1368)",0
"(1527, 1589)",0
"(613, 1311)",0
"(1150, 1172)",0
"(930, 1274)",0
"(981, 1511)",0
"(1434, 1573)",0
"(958, 1107)",0
"(331, 1079)",0
"(436, 739)",0
"(1150, 1490)",0
"(1267, 1511)",0
"(628, 1419)",0
"(834, 1365)",0
"(640, 1402)",0
"(1069, 1386)",0
"(741, 974)",0
"(433, 1158)",0
"(351, 1264)",0
"(365, 1130)",0
"(332, 1378)",0
"(947, 1027)",0
"(1227, 1303)",0
"(749, 1169)",0
"(570, 1382)",0
"(584, 1497)",0
"(520, 1220)",0
"(744, 1357)",0
"(1214, 1317)",0
"(302, 1517)",0
"(436, 933)",0
"(701, 1109)",0
"(470, 868)",0
"(818, 1159)",0
"(817, 1066)",0
"(354, 681)",0
"(629, 1502)",0
"(973, 1523)",0
"(496, 1059)",0
"(588, 982)",0
"(428, 1400)",0
"(308, 1065)",0
"(750, 1368)",0
"(978, 1478)",0
"(555, 1023)",0
"(780, 1287)",0
"(682, 1496)",0
"(516, 996)",0
"(909, 1369)",0
"(847, 1126)",0
"(327, 739)",0
"(726, 1188)",0
"(566, 998)",0
"(481, 761)",0
"(972, 1380)",0
"(662, 1025)",0
"(738, 1179)",0
"(359, 848)",0
"(593, 724)",0
"(814, 1197)",0
"(686, 1335)",0
"(989, 1264)",0
"(595, 1574)",0
"(377, 1023)",0
"(892, 985)",0
"(415, 795)",0
"(558, 768)",0
"(1072, 1456)",0
"(403, 569)",0
"(1180, 1181)",0
"(463, 1454)",0
"(625, 1494)",0
"(1071, 1087)",0
"(440, 1367)",0
"(594, 1178)",0
"(805, 1497)",0
"(1335, 1532)",0
"(735, 1151)",0
"(323, 915)",0
"(392, 1302)",0
"(843, 1203)",0
"(698, 1157)",0
"(448, 591)",0
"(386, 1241)",0
"(997, 1591)",0
"(666, 1527)",0
"(1117, 1194)",0
"(1145, 1410)",0
"(861, 1158)",0
"(559, 706)",0
"(1229, 1564)",0
"(331, 899)",0
"(725, 1037)",0
"(958, 990)",0
"(1056, 1350)",0
"(556, 988)",0
"(510, 903)",0
"(1262, 1343)",0
"(637, 1415)",0
"(1024, 1439)",0
"(1440, 1448)",0
"(546, 857)",0
"(524, 809)",0
"(694, 1535)",0
"(1056, 1564)",0
"(954, 1506)",0
"(510, 608)",0
"(524, 1125)",0
"(399, 1357)",0
"(692, 837)",0
"(794, 1579)",0
"(734, 1186)",0
"(533, 939)",0
"(561, 1515)",0
"(1132, 1305)",0
"(1238, 1456)",0
"(364, 1302)",0
"(648, 942)",0
"(526, 917)",0
"(430, 1421)",0
"(1032, 1143)",0
"(761, 1304)",0
"(1292, 1303)",0
"(1112, 1274)",0
"(652, 778)",0
"(1058, 1411)",0
"(993, 1463)",0
"(545, 1306)",0
"(397, 429)",0
"(734, 966)",0
"(542, 793)",0
"(1355, 1485)",0
"(1129, 1507)",0
"(1319, 1596)",0
"(316, 914)",0
"(356, 1008)",0
"(438, 1500)",0
"(582, 1562)",0
"(925, 1046)",0
"(483, 1117)",0
"(468, 524)",0
"(570, 1149)",0
"(333, 506)",0
"(552, 832)",0
"(307, 692)",0
"(1138, 1528)",0
"(315, 1383)",0
"(1076, 1110)",0
"(1228, 1440)",0
"(800, 988)",0
"(1238, 1515)",0
"(1224, 1233)",0
"(404, 893)",0
"(399, 1483)",0
"(894, 897)",0
"(863, 1337)",0
"(741, 1057)",0
"(306, 701)",0
"(393, 548)",0
"(582, 1572)",0
"(706, 1345)",0
"(635, 1208)",0
"(665, 1054)",0
"(565, 1416)",0
"(431, 1441)",0
"(473, 1034)",0
"(528, 679)",0
"(968, 1061)",0
"(347, 995)",0
"(846, 932)",0
"(615, 786)",0
"(1043, 1230)",0
"(1000, 1572)",0
"(541, 1554)",0
"(1127, 1575)",0
"(1241, 1315)",0
"(1453, 1536)",0
"(1403, 1413)",0
"(521, 739)",0
"(896, 1120)",0
"(301, 523)",0
"(974, 1204)",0
"(489, 715)",0
"(364, 1199)",0
"(500, 549)",0
"(535, 1117)",0
"(620, 1191)",0
"(328, 1229)",0
"(906, 1246)",0
"(954, 1512)",0
"(1108, 1508)",0
"(473, 1187)",0
"(546, 1320)",0
"(478, 1129)",0
"(414, 1232)",0
"(605, 1391)",0
"(1030, 1421)",0
"(1149, 1427)",0
"(386, 1567)",0
"(321, 937)",0
"(428, 872)",0
"(922, 1591)",0
"(607, 744)",0
"(958, 1585)",0
"(366, 574)",0
"(462, 563)",0
"(1214, 1318)",0
"(801, 1035)",0
"(1186, 1292)",0
"(785, 1446)",0
"(465, 676)",0
"(646, 867)",0
"(475, 495)",0
"(416, 803)",0
"(1229, 1502)",0
"(898, 1227)",0
"(857, 1374)",0
"(929, 1460)",0
"(573, 616)",0
"(530, 1554)",0
"(506, 1471)",0
"(1059, 1408)",0
"(913, 1383)",0
"(775, 1559)",0
"(736, 1493)",0
"(706, 1487)",0
"(832, 1338)",0
"(459, 667)",0
"(796, 1171)",0
"(1072, 1174)",0
"(677, 1434)",0
"(590, 1529)",0
"(648, 1258)",0
"(1250, 1545)",0
"(555, 720)",0
"(534, 988)",0
"(1243, 1292)",0
"(508, 1005)",0
"(503, 1494)",0
"(883, 1141)",0
"(452, 1005)",0
"(494, 681)",0
"(513, 1420)",0
"(1268, 1437)",0
"(782, 1450)",0
"(590, 1089)",0
"(481, 648)",0
"(1170, 1186)",0
"(913, 1518)",0
"(669, 1241)",0
"(635, 1205)",0
"(567, 1294)",0
"(770, 792)",0
"(1008, 1384)",0
"(611, 639)",0
"(857, 1362)",0
"(351, 582)",0
"(1314, 1434)",0
"(1315, 1420)",0
"(1288, 1595)",0
"(787, 1390)",0
"(316, 1099)",0
"(487, 1023)",0
"(486, 1571)",0
"(979, 1563)",0
"(1053, 1428)",0
"(353, 1554)",0
"(492, 502)",0
"(1040, 1044)",0
"(625, 1075)",0
"(333, 844)",0
"(360, 1411)",0
"(704, 1413)",0
"(513, 1207)",0
"(1189, 1292)",0
"(928, 1344)",0
"(500, 1122)",0
"(384, 1441)",0
"(369, 669)",0
"(887, 1338)",0
"(500, 1425)",0
"(1238, 1301)",0
"(392, 584)",0
"(655, 1580)",0
"(341, 608)",0
"(618, 1378)",0
"(950, 971)",0
"(737, 1455)",0
"(1284, 1459)",0
"(711, 1471)",0
"(349, 887)",0
"(363, 652)",0
"(617, 1576)",0
"(703, 773)",0
"(768, 1414)",0
"(721, 1119)",0
"(994, 1081)",0
"(1363, 1497)",0
"(412, 1024)",0
"(983, 1502)",0
"(1236, 1417)",0
"(302, 960)",0
"(1241, 1540)",0
"(528, 1325)",0
"(986, 1315)",0
"(684, 1493)",0
"(808, 1491)",0
"(546, 1420)",0
"(965, 1552)",0
"(418, 1390)",0
"(824, 1186)",0
"(375, 641)",0
"(743, 1433)",0
"(1003, 1413)",0
"(301, 1400)",0
"(765, 1361)",0
"(423, 663)",0
"(713, 1441)",0
"(450, 1227)",0
"(1375, 1508)",0
"(791, 1489)",0
"(525, 1066)",0
"(1128, 1185)",0
"(620, 1132)",0
"(721, 856)",0
"(515, 761)",0
"(507, 1273)",0
"(1287, 1395)",0
"(682, 1469)",0
"(582, 1480)",0
"(1037, 1302)",0
"(443, 1480)",0
"(1049, 1509)",0
"(609, 629)",0
"(502, 1089)",0
"(708, 1301)",0
"(1296, 1403)",0
"(748, 1252)",0
"(656, 1588)",0
"(409, 489)",0
"(702, 1070)",0
"(334, 1438)",0
"(992, 1281)",0
"(409, 623)",0
"(463, 481)",0
"(521, 996)",0
"(945, 1063)",0
"(978, 1586)",0
"(493, 998)",0
"(952, 1050)",0
"(1041, 1341)",0
"(633, 1313)",0
"(569, 856)",0
"(834, 940)",0
"(1129, 1444)",0
"(980, 1334)",0
"(832, 1107)",0
"(355, 634)",0
"(1087, 1316)",0
"(302, 1416)",0
"(927, 1397)",0
"(818, 944)",0
"(381, 955)",0
"(529, 1568)",0
"(807, 1242)",0
"(1173, 1355)",0
"(637, 725)",0
"(406, 598)",0
"(372, 1419)",0
"(1056, 1588)",0
"(402, 1091)",0
"(1011, 1248)",0
"(1019, 1491)",0
"(317, 1475)",0
"(516, 946)",0
"(314, 1453)",0
"(461, 908)",0
"(1418, 1567)",0
"(586, 842)",0
"(360, 988)",0
"(682, 1224)",0
"(1183, 1190)",0
"(1046, 1166)",0
"(910, 1458)",0
"(1075, 1561)",0
"(881, 1191)",0
"(841, 974)",0
"(550, 1422)",0
"(465, 902)",0
"(502, 924)",0
"(574, 659)",0
"(453, 941)",0
"(458, 1252)",0
"(603, 728)",0
"(508, 770)",0
"(432, 1316)",0
"(301, 942)",0
"(543, 1094)",0
"(627, 1395)",0
"(702, 1032)",0
"(746, 1437)",0
"(562, 718)",0
"(569, 664)",0
"(1101, 1127)",0
"(367, 1109)",0
"(812, 1524)",0
"(892, 983)",0
"(624, 837)",0
"(1136, 1180)",0
"(793, 1302)",0
"(1323, 1486)",0
"(438, 1312)",0
"(732, 1026)",0
"(778, 1203)",0
"(749, 1352)",0
"(302, 1052)",0
"(690, 1199)",0
"(1021, 1589)",0
"(827, 1580)",0
"(626, 1118)",0
"(302, 683)",0
"(765, 1500)",0
"(444, 452)",0
"(427, 429)",0
"(501, 1530)",0
"(940, 1302)",0
"(856, 1466)",0
"(1258, 1389)",0
"(677, 705)",0
"(1256, 1297)",0
"(904, 1098)",0
"(878, 1153)",0
"(663, 918)",0
"(615, 1095)",0
"(728, 773)",0
"(437, 1172)",0
"(1036, 1178)",0
"(670, 1066)",0
"(389, 1590)",0
"(1047, 1504)",0
"(1064, 1304)",0
"(683, 1591)",0
"(478, 1556)",0
"(580, 1296)",0
"(826, 1372)",0
"(749, 1411)",0
"(488, 696)",0
"(344, 864)",0
"(1111, 1561)",0
"(922, 1118)",0
"(444, 1034)",0
"(329, 519)",0
"(328, 1172)",0
"(1234, 1436)",0
"(372, 675)",0
"(371, 558)",0
"(472, 493)",0
"(599, 1271)",0
"(339, 1097)",0
"(1150, 1505)",0
"(1279, 1323)",0
"(1372, 1449)",0
"(663, 1458)",0
"(602, 1269)",0
"(717, 1241)",0
"(330, 1408)",0
"(1033, 1513)",0
"(468, 1267)",0
"(1017, 1404)",0
"(304, 362)",0
"(627, 1479)",0
"(832, 1029)",0
"(903, 1530)",0
"(1042, 1545)",0
"(848, 873)",0
"(963, 1541)",0
"(1101, 1362)",0
"(821, 1217)",0
"(488, 1079)",0
"(875, 1010)",0
"(504, 562)",0
"(573, 1366)",0
"(533, 694)",0
"(617, 1337)",0
"(947, 1116)",0
"(408, 719)",0
"(1046, 1373)",0
"(409, 1556)",0
"(1272, 1352)",0
"(440, 608)",0
"(1392, 1418)",0
"(1166, 1533)",0
"(1426, 1595)",0
"(882, 1522)",0
"(1054, 1512)",0
"(452, 705)",0
"(415, 1579)",0
"(824, 1096)",0
"(325, 351)",0
"(363, 416)",0
"(987, 1402)",0
"(402, 798)",0
"(577, 726)",0
"(545, 942)",0
"(948, 1150)",0
"(446, 1372)",0
"(813, 1273)",0
"(1460, 1470)",0
"(960, 1100)",0
"(891, 999)",0
"(531, 792)",0
"(424, 1195)",0
"(989, 1410)",0
"(768, 1456)",0
"(305, 1469)",0
"(450, 903)",0
"(443, 1511)",0
"(1246, 1482)",0
"(1176, 1248)",0
"(380, 488)",0
"(388, 1493)",0
"(312, 1012)",0
"(533, 551)",0
"(379, 1153)",0
"(453, 601)",0
"(832, 1120)",0
"(1300, 1420)",0
"(580, 609)",0
"(861, 1242)",0
"(877, 1269)",0
"(541, 1343)",0
"(677, 744)",0
"(1146, 1412)",0
"(426, 1302)",0
"(802, 1575)",0
"(659, 810)",0
"(537, 847)",0
"(690, 704)",0
"(1242, 1511)",0
"(713, 761)",0
"(1476, 1568)",0
"(351, 1283)",0
"(399, 1382)",0
"(1245, 1503)",0
"(950, 1075)",0
"(473, 657)",0
"(475, 1189)",0
"(908, 1292)",0
"(324, 1503)",0
"(901, 1099)",0
"(520, 1533)",0
"(1535, 1559)",0
"(774, 862)",0
"(600, 620)",0
"(384, 1314)",0
"(1356, 1576)",0
"(522, 1230)",0
"(1137, 1496)",0
"(882, 1135)",0
"(1157, 1562)",0
"(643, 813)",0
"(1128, 1186)",0
"(552, 1548)",0
"(481, 653)",0
"(652, 661)",0
"(576, 1547)",0
"(1107, 1280)",0
"(581, 1158)",0
"(660, 1280)",0
"(1075, 1188)",0
"(623, 1186)",0
"(627, 915)",0
"(902, 1547)",0
"(672, 1337)",0
"(688, 1454)",0
"(348, 1136)",0
"(957, 1049)",0
"(569, 1299)",0
"(564, 832)",0
"(1076, 1416)",0
"(327, 1407)",0
"(1025, 1576)",0
"(543, 1147)",0
"(319, 752)",0
"(674, 1544)",0
"(873, 1392)",0
"(503, 1024)",0
"(538, 1141)",0
"(1108, 1146)",0
"(914, 1109)",0
"(996, 1450)",0
"(619, 1407)",0
"(889, 998)",0
"(463, 1120)",0
"(757, 1111)",0
"(321, 1468)",0
"(528, 1028)",0
"(453, 1545)",0
"(677, 952)",0
"(503, 578)",0
"(396, 641)",0
"(379, 693)",0
"(938, 1174)",0
"(987, 1486)",0
"(1162, 1187)",0
"(446, 574)",0
"(920, 1457)",0
"(600, 1316)",0
"(971, 1189)",0
"(638, 1528)",0
"(707, 1069)",0
"(459, 888)",0
"(483, 877)",0
"(480, 894)",0
"(816, 1360)",0
"(1144, 1206)",0
"(318, 1506)",0
"(473, 1148)",0
"(422, 895)",0
"(432, 1046)",0
"(497, 959)",0
"(630, 1048)",0
"(1013, 1087)",0
"(1117, 1227)",0
"(461, 1119)",0
"(381, 784)",0
"(829, 1054)",0
"(1105, 1316)",0
"(604, 783)",0
"(428, 1435)",0
"(1063, 1125)",0
"(618, 1186)",0
"(798, 872)",0
"(1206, 1404)",0
"(432, 1284)",0
"(597, 1218)",0
"(612, 1337)",0
"(654, 826)",0
"(907, 921)",0
"(496, 1000)",0
"(1030, 1218)",0
"(891, 1306)",0
"(631, 1055)",0
